CODIGO_ESCOLA|UF|CODMUNIC|MUNIC|DEP|CODFUNC|LAB_INFO|BIBLIO|PROFESS|FUNCION|VDG1CA|VDG1C1|VDG1C3|VDG1C4
25384918|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|1|22|34|0|1|17|8
25384919|Roraima|140200300209|CARACARAI|Municipal|Extinto|NA|NA|NA|NA|NA|NA|NA|NA
25384920|Roraima|140200300209|CARACARAI|Estadual|Ativo|1|1|32|62|0|0|13|12
25384921|Roraima|140200300209|CARACARAI|Municipal|Ativo|0|0|1|2|0|0|1|0
25384922|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|1|16|19|0|1|8|5
25384923|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|2|2|0|0|2|0
25384924|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|7|9|0|0|7|0
25381096|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|10|21|0|0|0|0
25384925|Roraima|140200300308|MUCAJAI|Estadual|Ativo|1|1|32|60|0|0|10|21
25384926|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|2|0|1|1|0
25384927|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|1|25|52|0|0|25|0
25384928|Roraima|140200300282|IRACEMA|Estadual|Ativo|0|1|44|63|0|0|33|14
25384929|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|13|21|0|2|11|7
25384930|Roraima|140200300308|MUCAJAI|Municipal|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384931|Roraima|140200300282|IRACEMA|Estadual|Ativo|0|0|5|6|0|0|5|3
25384932|Roraima|140200300308|MUCAJAI|Municipal|Ativo|0|0|1|1|0|0|1|0
25384933|Roraima|140200300308|MUCAJAI|Municipal|Ativo|0|0|1|1|0|0|1|0
25384934|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25384935|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25384936|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|2|0|1|2|0
25384937|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|3|0|1|1|0
25384938|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25384939|Roraima|140200300282|IRACEMA|Estadual|Ativo|0|0|1|2|0|0|1|0
25384940|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25384941|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25384942|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|3|0|1|2|0
25384943|Roraima|140200300308|MUCAJAI|Municipal|Ativo|0|0|1|1|0|0|1|0
25384944|Roraima|140200300308|MUCAJAI|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384945|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25384946|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25384947|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25384948|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|1|27|41|0|3|17|9
25384949|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|2|0|1|1|0
25384950|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|1|21|41|0|11|10|0
25384951|Roraima|140200300282|IRACEMA|Estadual|Ativo|0|1|27|46|0|12|15|0
25381097|Roraima|140200300308|MUCAJAI|Municipal|Ativo|0|0|11|29|0|2|9|0
25384952|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|1|1|16|38|0|0|8|13
25384953|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|2|0|1|1|0
25384954|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384955|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384956|Roraima|140200400233|CAROEBE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384957|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384958|Roraima|140200400506|SAO JOAO DA BALIZA|Municipal|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384959|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|0|9|9|0|0|9|0
25384960|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|14|20|0|0|10|4
25384961|Roraima|140200400506|SAO JOAO DA BALIZA|Municipal|Ativo|0|0|5|7|0|0|5|0
25384962|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|25|39|0|6|17|0
25384963|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|2|0|1|1|0
25384964|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|1|2|0|1|1|0
25384965|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384966|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|0|19|34|0|0|13|0
25384967|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384968|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384969|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384970|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|0|12|12|0|0|7|5
25384971|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|2|0|1|1|0
25384972|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|0|1|2|0|0|1|0
25384973|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|0|5|5|0|0|5|0
25384974|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384975|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25384976|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384977|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|1|6|6|0|1|4|0
25384978|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25384979|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384980|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384981|Roraima|140200400233|CAROEBE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384982|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384983|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25384984|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25384985|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384986|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25384987|Roraima|140200400233|CAROEBE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25381555|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|24|36|0|1|17|3
25384988|Roraima|140200400506|SAO JOAO DA BALIZA|Municipal|Ativo|0|0|2|2|0|0|2|0
25384989|Roraima|140200400233|CAROEBE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384990|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|2|4|0|1|1|0
25384991|Roraima|140200400233|CAROEBE|Municipal|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25384992|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25384993|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|0|1|1|0|0|1|0
25384994|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|7|9|0|1|7|0
25384995|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|1|20|40|0|0|5|20
25384996|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|22|33|0|1|18|8
25384997|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25384998|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|3|3|0|0|3|0
25384999|Roraima|140200400605|SAO LUIZ|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385000|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385001|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|0|1|1|0|1|1|0
25385002|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385003|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385004|Roraima|140200400472|RORAINOPOLIS|Municipal|Ativo|0|0|5|7|0|1|5|0
25385005|Roraima|140200400472|RORAINOPOLIS|Municipal|Ativo|0|0|2|3|0|1|1|0
25385006|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|0|1|1|0|0|1|0
25385007|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385008|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|20|34|0|1|17|6
25385009|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385010|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385011|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385012|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|2|3|0|1|1|0
25385013|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|2|2|0|0|2|0
25385014|Roraima|140200400472|RORAINOPOLIS|Municipal|Ativo|0|0|5|7|0|0|5|0
25385015|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|10|16|0|2|8|0
25385016|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|1|96|124|0|0|29|29
25385017|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|0|1|1|0|0|1|0
25385018|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25385019|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|1|1|0
25385020|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385021|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|0|1|1|0|1|1|0
25385022|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385023|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|2|2|0|1|1|0
25385024|Roraima|140200400605|SAO LUIZ|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385025|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385026|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385027|Roraima|140200400472|RORAINOPOLIS|Municipal|Ativo|0|0|1|2|0|1|1|0
25385028|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385029|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385030|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|11|20|0|1|10|0
25385031|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|1|1|0
25385032|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|1|23|46|0|0|19|0
25385033|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385034|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385035|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|1|1|0|0|1|0
25385036|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|27|45|0|1|11|8
25385037|Roraima|140200400472|RORAINOPOLIS|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385038|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|5|5|0|0|5|0
25385039|Roraima|140200400605|SAO LUIZ|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385040|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|1|1|0
25385041|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|15|49|0|6|9|0
25385042|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385043|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|2|2|0|1|1|0
25385044|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385045|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|2|3|0|0|2|0
25381098|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|63|100|0|0|0|0
25385046|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385047|Roraima|140100200159|BONFIM|Municipal|Ativo|0|0|6|10|0|1|4|0
25385048|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385049|Roraima|140100100456|PACARAIMA|Estadual|Ativo|0|0|3|3|0|1|2|0
25385050|Roraima|140100200159|BONFIM|Municipal|Ativo|0|0|2|2|0|1|1|0
25385051|Roraima|140100200159|BONFIM|Estadual|Ativo|0|0|3|4|0|1|2|0
25385052|Roraima|140100100456|PACARAIMA|Estadual|Ativo|0|0|1|1|0|1|1|0
25385053|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|3|3|0|1|2|0
25385054|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385055|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|10|13|0|0|9|6
25385056|Roraima|140100200159|BONFIM|Municipal|Ativo|0|0|1|1|0|1|1|0
25385057|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385058|Roraima|140100200704|UIRAMUTA|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385059|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385060|Roraima|140100200159|BONFIM|Estadual|Ativo|0|0|19|31|0|0|13|2
25385061|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|1|1|0|0|1|0
25385062|Roraima|140100100100|BOA VISTA|Estadual|Ativo|1|1|51|81|0|0|28|23
25385063|Roraima|140200400605|SAO LUIZ|Municipal|Extinto|NA|NA|NA|NA|NA|NA|NA|NA
25385064|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|0|1|0
25385065|Roraima|140200400605|SAO LUIZ|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385066|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|48|86|0|0|30|0
25385067|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|41|92|0|0|34|0
25385068|Roraima|140200400605|SAO LUIZ|Municipal|Ativo|0|0|2|2|0|1|1|0
25385069|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|3|3|0|0|3|0
25385070|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|1|1|0
25385071|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385072|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|40|61|0|0|28|0
25385073|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25385074|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|1|37|58|0|2|33|0
25385075|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|2|2|0|0|2|0
25385076|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25385077|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|4|4|0|1|4|0
25385078|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25385079|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25385080|Roraima|140200300282|IRACEMA|Estadual|Ativo|0|0|24|35|0|3|18|6
25385081|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|0|1|0
25385082|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|7|10|0|1|6|0
25385083|Roraima|140100100050|ALTO ALEGRE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385084|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|0|1|1|0|1|1|0
25385085|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|0|1|1|0|1|1|0
25385086|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|0|1|1|0|1|1|0
25385087|Roraima|140100100100|BOA VISTA|Federal|Ativo|0|1|50|71|0|0|39|11
25385088|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25385089|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|1|1|0|0|1|0
25385090|Roraima|140100100050|ALTO ALEGRE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385091|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|51|78|0|0|41|0
25385092|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|0|1|0
25385093|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385094|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|45|63|0|0|24|29
25385095|Roraima|140100100100|BOA VISTA|Estadual|Ativo|1|1|23|49|0|0|23|0
25385096|Roraima|140100100100|BOA VISTA|Estadual|Ativo|1|1|27|64|0|0|27|0
25385097|Roraima|140100100456|PACARAIMA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385098|Roraima|140100200159|BONFIM|Estadual|Ativo|0|0|13|18|0|1|10|2
25385099|Roraima|140100200159|BONFIM|Municipal|Ativo|0|0|18|28|0|1|12|0
25385100|Roraima|140200300308|MUCAJAI|Municipal|Ativo|0|0|1|1|0|0|1|0
25385101|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|1|1|0
25385102|Roraima|140100100050|ALTO ALEGRE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25385103|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25385104|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25385105|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|6|9|0|0|6|0
25602316|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|1|1|0|1|1|0
25602317|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|2|0|1|2|0
25602318|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|2|0|1|2|0
25602319|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|0|2|2|0|1|2|0
25602320|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|1|37|44|0|4|27|0
25602321|Roraima|140100100456|PACARAIMA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602322|Roraima|140100100050|ALTO ALEGRE|Estadual|Ativo|0|0|4|5|0|1|3|0
25602323|Roraima|140100200159|BONFIM|Estadual|Ativo|0|0|3|3|0|0|3|0
25602324|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|2|3|0|1|1|0
25602325|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|1|1|0
25602326|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|2|0|1|1|0
25602327|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602328|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602329|Roraima|140200400506|SAO JOAO DA BALIZA|Estadual|Ativo|0|1|28|34|0|5|21|0
25602330|Roraima|140200400506|SAO JOAO DA BALIZA|Municipal|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25602331|Roraima|140200400233|CAROEBE|Municipal|Ativo|0|0|1|1|0|1|1|0
25602332|Roraima|140200400233|CAROEBE|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25602333|Roraima|140200400472|RORAINOPOLIS|Estadual|Ativo|0|0|1|1|0|1|1|0
25602334|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|1|29|42|0|4|22|0
25602335|Roraima|140200400605|SAO LUIZ|Estadual|Ativo|0|0|1|1|0|1|1|0
25602336|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|2|3|0|0|2|0
25602337|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|0|1|0
25602338|Roraima|140100200704|UIRAMUTA|Municipal|Ativo|0|0|3|5|0|2|1|0
25602339|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|9|9|0|1|7|0
25602340|Roraima|140200300308|MUCAJAI|Estadual|Ativo|0|1|18|43|0|0|0|0
25602341|Roraima|140100200159|BONFIM|Estadual|Ativo|0|0|1|1|0|0|1|0
25602342|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|2|2|0|0|2|0
25602343|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|10|15|0|0|9|6
25602344|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|2|2|0|0|2|0
25602345|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|45|64|0|0|28|0
25602346|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|61|109|0|0|34|0
25602347|Roraima|140100100100|BOA VISTA|Estadual|Ativo|1|1|47|76|0|0|39|0
25602348|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|1|29|54|0|0|18|0
25602349|Roraima|140100200704|UIRAMUTA|Estadual|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25602350|Roraima|140100200704|UIRAMUTA|Estadual|Ativo|0|0|1|1|0|1|1|0
25602351|Roraima|140100100456|PACARAIMA|Estadual|Ativo|0|0|1|1|0|1|1|0
25601947|Roraima|140100100027|AMAJARI|Municipal|Ativo|0|0|2|3|0|1|0|0
25602352|Roraima|140100100027|AMAJARI|Municipal|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25602353|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|1|1|0|0|1|0
25602354|Roraima|140200300209|CARACARAI|Estadual|Ativo|0|0|2|2|0|0|2|0
25602355|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|32|70|0|0|20|10
25602356|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|13|22|0|4|9|0
25602357|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|10|29|0|0|10|0
25602358|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|18|42|0|10|8|0
25602359|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|1|48|63|0|0|34|0
25602360|Roraima|140100100100|BOA VISTA|Municipal|Ativo|0|0|2|3|0|1|1|0
25602361|Roraima|140200400233|CAROEBE|Estadual|Ativo|0|0|2|2|0|1|1|0
25602362|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|11|41|0|0|11|0
25602363|Roraima|140100100100|BOA VISTA|Estadual|Ativo|0|0|14|31|0|0|14|0
25602364|Roraima|140100200407|NORMANDIA|Estadual|Ativo|0|0|2|2|0|1|1|0
25602365|Roraima|140100200175|CANTA|Estadual|Ativo|0|0|2|3|0|1|2|0
25602366|Roraima|140100200175|CANTA|Municipal|Ativo|0|0|2|3|0|1|1|0
25602367|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|1|1|0|0|1|0
25602368|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|1|1|0|0|1|0
25602369|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|1|1|0|0|1|0
25602370|Roraima|140100100050|ALTO ALEGRE|Municipal|Ativo|0|0|8|11|1|3|4|0
25602371|Roraima|140100100050|ALTO ALEGRE|Municipal|Paralisado|NA|NA|NA|NA|NA|NA|NA|NA
25602372|Roraima|140100100027|AMAJARI|Municipal|Ativo|0|0|1|2|0|1|1|0
25602373|Roraima|140100100027|AMAJARI|Municipal|Ativo|0|0|1|1|0|1|1|0
25602374|Roraima|140100100027|AMAJARI|Estadual|Ativo|0|0|1|1|0|0|1|0
